GEOID,year,black_wealth_index,latino_wealth_index,white_wealth_index,black_white_gap,latino_white_gap
24003702208,2023,0.120355986207936,0.536930437715223,1.03156034929591,-0.911204363087974,-0.494629911580687
24003702209,2014,0.0913658765009085,1.30029382850015,0.845105610807504,-0.753739734306595,0.455188217692646
24003702209,2015,0.00257302815656149,1.42058024832979,0.826114562503319,-0.823541534346758,0.594465685826468
24003702209,2016,-0.254566349995479,1.53880534431615,1.10646729674886,-1.36103364674434,0.432338047567295
24003702209,2017,-0.289433835520449,1.81097082037491,1.0805978141187,-1.37003164963915,0.730373006256206
24003702209,2018,0.192032714621185,1.56069970353799,1.06720335200352,-0.875170637382336,0.493496351534471
24003702209,2019,-0.345126212300196,0.843767174889853,1.15433553154669,-1.49946174384689,-0.310568356656836
24003702209,2020,-0.407340279766122,0.909451909540975,1.1607215903703,-1.56806187013642,-0.251269680829324
24003702209,2021,-0.344031262650607,1.93851275240855,1.10006988948066,-1.44410115213126,0.838442862927888
24003702209,2022,0.153338245724352,1.75605515615543,1.18790165398813,-1.03456340826378,0.568153502167299
24003702209,2023,-0.801737251815851,2.48588554116789,1.15322984874755,-1.9549671005634,1.33265569242034
24003702300,2014,2.44801305239421,2.43991772508473,2.08202665762632,0.365986394767887,0.357891067458408
24003702300,2015,0.0635210828923905,2.45618169049096,1.99515062280232,-1.93162953990993,0.461031067688638
24003702300,2016,1.9172917322862,2.47221523170286,2.04496517060413,-0.127673438317933,0.42725006109873
24003702300,2017,0.0909730963510725,2.45694890111688,2.09439848603611,-2.00342538968504,0.36255041508077
24003702300,2018,1.69291954478309,2.47029251992045,2.06471132796218,-0.371791783179086,0.405581191958268
