addressLatitude,addressLongitude,creditUnionName,creditUnionSiteName,city,cityPhysical,country,isMainOffice,isMdi,bilingual_Services,credit_Builder,financial_Counseling,first_Time_Homebuyer_Program,inSchoolBranch,low_cost_wire_transfers,no_Cost_Tax_Preparation,no_Cost_Share_Drafts,palS_I,palS_II,siteFunctions,siteName,state,url,zipcode,street
40.603802,-80.279678,CLEARVIEW,Hopewell,Aliquippa,,United States,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Member Services;ATM;;Shared Service Center,,PA,http://www.clearviewfcu.org,15001,2646 Brodhead Rd Suite 1
40.604813,-80.276208,WEST-AIRCOMM,West-Aircomm FCU,Aliquippa,,United States,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;ATM;Drive Thru;Shared Service Center,,PA,http://www.westaircomm.com,15001,2015 Main St
40.60553,-80.275259,FRIENDLY,Friendly Federal Credit Union,Aliquippa,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;Drive Thru;,,PA,http://www.friendlyfcu.org,15001-2760,2000 Main St
40.608693,-80.277788,ALIQUIPPA TEACHERS,800 21st St,Aliquippa,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Member Services;;;,,PA,"",15001,800 21st St
40.557345,-80.260457,B I,Bocktown,Aliquippa,,United States,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Member Services;;;,,PA,http://www.bifcu.org,15001,5040 Bocktown Rd
40.572056,-80.255229,A & S,A & S Federal Credit Union,Aliquippa,,United States,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;ATM;Drive Thru;,,PA,http://www.asfederal.org,15001,2090 Brodhead Rd
40.643321,-80.373962,USX,Monaca Office,Monaca,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;ATM;;,,PA,http://www.usxfcu.org,15061,400 Frankfort Rd
40.658974,-80.317218,FREEDOM UNITED,FREEDOM UNITED FCU,Monaca,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,https://www.FREEDOMUNITEDFCU.COM,15061-3138,3589 Brodhead Rd
40.497404,-80.290616,POST GAZETTE,POST-GAZETTE FCU - CLINTON OFFICE,CLINTON,,United States,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Member Services;;;,,PA,http://WWW.POSTGAZETTEFCU.ORG,15026,2201 SWEENEY DR
40.589429,-80.229662,NEW ALLIANCE,Ambridge,Ambridge,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;ATM;Drive Thru;,,PA,https://www.newalliancefcu.com,15003,835 Merchant St
40.591198,-80.226299,AMBRIDGE AREA,Student branch,Ambridge,,United States,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,http://www.ambridgeareafcu.com,15003,909 Duss Ave
40.674262,-80.310027,NEW ALLIANCE,Center Township,Monaca,,United States,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;ATM;Drive Thru;,,PA,https://www.newalliancefcu.com,15061-2432,101 Golfview Dr
40.675301,-80.311791,CLEARVIEW,Center,Monaca,,United States,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Member Services;ATM;Drive Thru;Shared Service Center,,PA,http://www.clearviewfcu.org,15061,210 Golfview Dr Stone Quarry Commons
40.636233,-80.229466,AMBRIDGE AREA,Ambridge Area FCU,Baden,,United States,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,http://www.ambridgeareafcu.com,15005-1736,401 State St
40.63455,-80.227243,FRIENDLY,Freindly FCU Baden Office,Baden,,United States,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,http://www.friendlyfcu.org,15005-1904,384 State St
40.50472,-80.222084,CLEARVIEW,Moon Township,Moon Township,,United States,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Member Services;ATM;Drive Thru;Shared Service Center,,PA,http://www.clearviewfcu.org,15108-4212,8805 University Blvd
40.688983,-80.318722,LIBERTY,Beaver PA,Beaver,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,https://www.Libertyfcu.org,15009,1601 3rd St
40.69249,-80.310517,WEST PENN P&P,WEST PENN P&P FCU,BEAVER,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Member Services;;;,,PA,http://WWW.WESTPPFCU.COM,15009-2034,1089 3rd St
40.695014,-80.315241,WEST-AIRCOMM,West-Aircomm Federal Credit Union,Beaver,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;ATM;Drive Thru;Shared Service Center,,PA,http://www.westaircomm.com,15009-2058,485 Buffalo St
40.507313,-80.208767,WEST-AIRCOMM,West Air-Comm Federal Credit Union,Moon Twp,,United States,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;ATM;Drive Thru;Shared Service Center,,PA,http://www.westaircomm.com,15108-2745,989 Beaver Grade Rd
40.70112,-80.292971,BEAVER VALLEY,Bridgewater,West Bridgewater,,United States,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;ATM;Drive Thru;,,PA,http://www.beavervalleyfcu.org,15009,71 Bridge St
40.702315,-80.282941,FREEDOM UNITED,FREEDOM UNITED FCU,ROCHESTER,,United States,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;ATM;Drive Thru;,,PA,https://www.FREEDOMUNITEDFCU.COM,15074-2143,283 Adams St
40.735605,-80.315371,R-S BELLCO,Main Office,New Brighton,,United States,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,http://www.rsbellcofcu.com,15066-1830,710 3rd Ave
40.463141,-80.178309,FEDEX EMPLOYEES CREDIT ASSOCIATION,Pittsburgh,Moon Township,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Member Services;ATM;;,,PA,http://www.fecca.com,15108-9373,1000 Fedex Dr
40.611494,-80.564853,FIRST CHOICE AMERICA COMMUNITY,Chester Office,Chester,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Member Services;ATM;Drive Thru;,,WV,http://www.firstchoiceamericacu.org,26034,300 Carolina Ave
40.454559,-80.167702,CLEARVIEW,Robinson,Pittsburgh,,United States,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Member Services;ATM;;Shared Service Center,,PA,http://www.clearviewfcu.org,15205,1920 Park Manor Blvd Robinson Town Center
40.614586,-80.099636,CHROME,Wexford Branch,Sewickley,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;ATM;;,,PA,https://www.chromefcu.org,15143-4029,2601 Wexford Bayne Rd
40.441286,-80.164873,BAYER HERITAGE,Pittsburgh,Pittsburgh,,United States,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;Shared Service Center,,PA,http://bayerhfcu.com,15205-9707,102 Bayer Rd
40.769311,-80.36268,BLACKHAWK,Blackhawk Federal Credit Union,Beaver Falls,,United States,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,http://www.bfcu.net,15010,2358 Darlington RD
40.609617,-80.088777,ALLEGENT COMMUNITY,Allegent Community FCU,Wexford,,United States,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;ATM;Drive Thru;,,PA,http://www.allegentfcu.org,15090,2000 Corporate Dr Ste 200
40.682395,-80.125724,ALLEGENT COMMUNITY,Allegent Community FCU,Cranberry Township,,United States,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;ATM;Drive Thru;,,PA,http://www.allegentfcu.org,16066,1646 Haine School Rd
40.681612,-80.118516,COMMONROOTS,Main Brach,Cranberry Township,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,https://commonrootsfcu.com,16066,1204 Freedom Rd
40.775848,-80.378601,CLEARVIEW,Chippewa,Beaver Falls,,United States,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Member Services;ATM;Drive Thru;Shared Service Center,,PA,http://www.clearviewfcu.org,15010-7113,2640 Constitution Blvd
40.777844,-80.327941,BEAVER VALLEY,Beaver Falls,Beaver Falls,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;ATM;;,,PA,http://www.beavervalleyfcu.org,15010,601 37th St
40.689588,-80.109142,USX,Cranberry,Cranberry Twp,,United States,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;ATM;Drive Thru;,,PA,http://www.usxfcu.org,16066-0728,PO Box 1728
40.470407,-80.09219,CLEARVIEW,Kennedy,Mc Kees Rocks,,United States,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Member Services;ATM;Drive Thru;Shared Service Center,,PA,http://www.clearviewfcu.org,15136-1791,101 Langer Way
40.354544,-80.350912,B I,B.I.FCU,Burgettstown,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Member Services;;;,,PA,http://www.bifcu.org,15021,554 Joffre Cherry Valley Rd
40.6866,-80.0897,CLEARVIEW,Cranberry Twp,Cranberry Twp,,United States,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Member Services;ATM;;,,PA,http://www.clearviewfcu.org,16066,2085 Mackenzie Way
40.607496,-80.052913,OMEGA,Wexford Office,Wexford,,United States,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;Shared Service Center,,PA,http://www.omegafcu.com,15090-9204,10455 Perry Hwy
40.683105,-80.081726,ELLIOTT COMMUNITY,MSA Cranberry Branch,Cranberry Twp,,United States,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;ATM;;,,PA,http://www.elliottfcu.com,16066-5207,1000 Cranberry Woods Dr
40.633159,-80.055455,CLEARVIEW,Wexford (Retail),Wexford,,United States,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Member Services;ATM;;Shared Service Center,,PA,http://www.clearviewfcu.org,15090-6315,3000 Village Run Rd Village at Pine Shopping Center
40.40861,-80.547856,HANCOCK SCHOOL EMP.,Hancock School Employee FCU,Weirton,,United States,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,WV,http://www.hsefcu.com,26062,384 Penco Rd
40.395328,-80.548802,FIRST CHOICE AMERICA COMMUNITY,Three Springs Drive,Weirton,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Member Services;ATM;Drive Thru;,,WV,http://www.firstchoiceamericacu.org,26062,370 Three Springs Dr
40.574407,-80.016298,GREATER PITTSBURGH,UPMC Passavant Hospital,PITTSBURGH,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;;;,,PA,http://www.greaterpittsburghfcu.org,15237,9104 Babcock Blvd Suite 1107 A
40.691319,-80.049266,ARMCO,Mars Branch,Mars,,United States,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Member Services;ATM;Drive Thru;,,PA,http://www.armcocu.com,16046,1031 Aster Way
40.538563,-80.013365,CLEARVIEW,Ross Township,Pittsburgh,,United States,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Member Services;ATM;;,,PA,http://www.clearviewfcu.org,15237-3524,7219 McKnight Rd
40.402627,-80.588729,STRIP STEEL COMMUNITY,CORPORATE OFFICE,WEIRTON,,United States,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;ATM;Drive Thru;,,WV,http://STRIPSTEELCFCU.COM,26062-4704,3316 MAIN St
40.39991,-80.59068,FIRST CHOICE AMERICA COMMUNITY,Main Office,Weirton,,United States,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Member Services;ATM;;,,WV,http://www.firstchoiceamericacu.org,26062,3501 Main St
40.408325,-80.086377,SOUTHWEST COMMUNITIES,Main Office,Carnegie,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;ATM;;,,PA,http://www.swcfcu.org,15106-2438,213 Pine St
40.463469,-80.036206,OMEGA,Beaver Avenue,Pittsburgh,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,http://www.omegafcu.com,15233,2515 Preble Ave
40.448975,-80.044402,GREATER PITTSBURGH POLICE,Greater Pittsburgh Police Federal Credit Union,Pittsburgh,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,http://www.pittsburghpolicefcu.com,15220-4800,1338 Chartiers Ave
40.404036,-80.084033,UKRAINIAN SELFRELIANCE OF WEST. PA.,Selfreliance Main Office,Carnegie,,United States,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,http://www.samopomich.com,15106,700 Washington Ave Suite 100
40.530712,-80.002392,OMEGA,North Hills Office,Pittsburgh,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;Shared Service Center,,PA,http://www.omegafcu.com,15237,206 Siebert Rd
40.830785,-80.256231,MULTI-SCHOOLS,Riverside High School Office,Ellwood City,,United States,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Member Services;;;Shared Service Center,,PA,https://www.multischoolsfcu.org/,16117-4910,300 Country Club Dr
40.440911,-80.035411,PITTSBURGH FIREFIGHTERS',PGH. FIREFIGHTERS FCU,Pittsburgh,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Member Services;;;,,PA,http://www.pghffcu.org,15220-5402,500 S Main st
40.458,-80.019485,U S POSTAL SERVICE,Pittsburgh,Pittsburgh,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,http://www.uspsfcu.org,15290,1001 California Ave
40.366964,-80.100501,VISIONARY,VISIONARY FCU,Bridgeville,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;Drive Thru;Shared Service Center,,PA,http://www.visionaryfcu.org,15017-2941,201 Beram Ave
40.8036,-80.13575,FREEDOM UNITED,FREEDOM UNITED FCU,Harmony,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;ATM;;,,PA,https://www.FREEDOMUNITEDFCU.COM,16037-9205,115 Perry Hwy Ste 176
40.450559,-80.015176,GREATER PITTSBURGH,CCAC North Shore Office,Pittsburgh,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;;;,,PA,http://www.greaterpittsburghfcu.org,15212-6003,808 Ridge Ave
40.393263,-80.064459,ALLEGENT COMMUNITY,Allegent Community FCU,Pittsburgh,,United States,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;Drive Thru;,,PA,http://www.allegentfcu.org,15220-1101,1920 Cochran Rd
40.393263,-80.064459,TRI-VALLEY SERVICE,Main Office,Pittsburgh,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Member Services;;Drive Thru;,,PA,http://www.trivalleyservice.com,15220,1920 Cochran Rd
40.446182,-80.011162,POST GAZETTE,POST GAZETTE FCU - PITTSBURGH OFFICE,PITTSBURGH,,United States,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Member Services;;;,,PA,http://WWW.POSTGAZETTEFCU.ORG,15212-5876,358 N Shore Dr Fl 3DR
40.457054,-80.003626,OMEGA,Allegheny General Hospital,PITTSBURGH,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,http://www.omegafcu.com,15212,320 E NORTH AVE
40.37764,-80.067436,GREATER PITTSBURGH,St. Clair Hospital,Pittsburgh,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;;;,,PA,http://www.greaterpittsburghfcu.org,15243-1873,1000 Bower Hill Rd
40.812664,-80.126655,WEST-AIRCOMM,West-Aircomm Federal Credit Union,Harmony,,United States,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;ATM;Drive Thru;Shared Service Center,,PA,http://www.westaircomm.com,16037,248 Perry Hwy
40.447776,-80.001204,ALCOA PITTSBURGH,Credit Union Office,Pittsburgh,,United States,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;;;,,PA,http://www.alcoapittfcu.org,15212-5872,201 Isabella St Ste 100
40.447776,-80.001204,ALCOA PITTSBURGH,Alcoa Corporate Center,Pittsburgh,,United States,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,;ATM;;,,PA,http://www.alcoapittfcu.org,15212-5872,201 Isabella St
40.442228,-80.004584,EQT,EQT FCU,Pittsburgh,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;Shared Service Center,,PA,http://www.eqtfcu.org,15222-1421,603 Stanwix St Ste 1776 Two Gateway Center
40.437961,-80.003563,PAAC TRANSIT DIVISION,Corporate Office,Pittsburgh,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;;;,,PA,https://www.paacfcu.com,15222,219 Fort Pitt Blvd FL 2
40.439505,-80.00095,ACBA FED CREDIT UNION (3226),ACBA Federal Credit Union,Pittsburgh,,United States,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Member Services;;;,,PA,http://www.acbafcu.com,15222,The Bank Tower - Ste 801 307 4th Ave
40.444243,-79.994758,ALLEGENT COMMUNITY,Allegent Community FCU,Pittsburgh,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,;;;,,PA,http://www.allegentfcu.org,15222,1001 Liberty Ave Suite 100
40.441819,-79.995723,A T & T EMPLOYEES PITTSBURGH,AT&T Empl. Pgh. PA FCU,Pittsburgh,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;;;,,PA,http://www.attpghfcu.com,15219-4404,635 Grant St
40.437338,-79.997857,GREATER PITTSBURGH POLICE,City Co - Division of GPPFCU,Pittsburgh,,United States,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,http://www.pittsburghpolicefcu.com,15219-2123,220 Grant St
40.437989,-79.996933,PITTSBURGH CITY HALL EMPLOYEES,Main Office,Pittsburgh,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Member Services;;;,,PA,https://www.pche-fcu.org,15219-5404,414 Grant St Ste 911
40.37474,-80.051427,OMEGA,Mt. Lebanon,Mt Lebanon,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,http://www.omegafcu.com,15228-1128,7 Horsman Dr
40.452247,-79.981189,IRON WORKERS,Iron Workers FCU,Pittsburgh,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,http://iwfcu.com,15222-4512,2201 Liberty Ave Ste 201
40.65388,-79.959169,CLEARVIEW,St. Barnabas,Gibsonia,,United States,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Member Services;ATM;;,,PA,http://www.clearviewfcu.org,15044-9605,5850 Meridian Rd
40.616402,-79.946465,NORTH DISTRICTS,NORTH DISTRICTS COMMUNITY CREDIT UNION,GIBSONIA,,United States,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,https://www.ndcupa.org,15044,5321 WILLIAM FLYNN HWY
40.436094,-79.985375,GREATER PITTSBURGH,UPMC MERCY,PITTSBURGH,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;;;,,PA,http://www.greaterpittsburghfcu.org,15219,1400 Locust St St. Ann Center Room 108
40.444173,-79.97985,HILL DISTRICT,HILL DISTRICT FCU,Pittsburgh,,United States,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Member Services;;;,,PA,http://www.hilldistrictfcu.org,15219-6301,2021 Centre Ave
40.429005,-79.988398,ALLEGENT COMMUNITY,Allegent Community FCU,Pittsburgh,,United States,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;ATM;;,,PA,http://www.allegentfcu.org,15203-1142,53 S 10th St
40.466655,-79.964779,NEW ALLIANCE,Lawrencville,Pittsburgh,,United States,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;ATM;;,,PA,https://www.newalliancefcu.com,15201,3709 Butler St
40.291617,-80.174374,U.F.C.W. LOCAL 23,U.F.C.W. Local 23 FCU,Canonsburg,,United States,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Member Services;;;,,PA,http://ufcw23fcu.org,15317,345 Southpointe Blvd Suite 110
40.413683,-79.988279,PITTSBURGH,Main Office,Pittsburgh,,United States,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;;;,,PA,http://www.pittsburghfcu.org,15210,317 Brownsville Rd
40.4450207,-79.9603993,VA PITTSBURGH EMPLOYEES,VA Pittsburgh Healthcare-University Drive,Pittsburgh,,United States,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;ATM;;,,PA,http://www.vapghefcu.org,15240,5243 University Drive C
40.442297,-79.960895,GREATER PITTSBURGH,UPMC PRESBY,PITTSBURGH,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;;;,,PA,http://www.greaterpittsburghfcu.org,15213,200 Lothrop St 11TH Floor
40.894761,-80.343166,MULTI-SCHOOLS,Wampum Main Office,Wampum,,United States,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Member Services;;;Shared Service Center,,PA,https://www.multischoolsfcu.org/,16157,1033 Main St
40.461405,-79.946373,OMEGA,West Penn Office,Pittsburgh,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,http://www.omegafcu.com,15224,4800 Friendship Ave
40.397351,-79.988432,ALCOSE,Alcose Credit Union,Pittsburgh,,United States,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Member Services;;;,,PA,http://www.alcosecu.com,15210-3982,1732 Brownsville Rd
40.4471,-79.951797,GREATER PITTSBURGH,Webster Hall,Pittsburgh,,United States,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Member Services;;;,,PA,http://www.greaterpittsburghfcu.org,15213,4415 5th Ave Webster Hall
40.453733,-79.946999,CLEARVIEW,Shadyside,Pittsburgh,,United States,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,Member Services;ATM;;Shared Service Center,,PA,http://www.clearviewfcu.org,15213-1738,4815 Centre Ave
